code,role
600481,{"id":1884,"name":"600481_ugenya_siaya"}
701156,{"id":1889,"name":"701156_kituisouth_kitui"}
700643,{"id":1894,"name":"700643_lugari_kakamega"}
708624,{"id":1899,"name":"708624_kibra_nairobi"}
703280,{"id":1904,"name":"703280_soinsigowet_kericho"}
602447,{"id":1909,"name":"602447_embakasisouth_nairobi"}
701810,{"id":1914,"name":"701810_makadara_nairobi"}
602204,{"id":1919,"name":"602204_mweasubcounty_embu"}
708870,{"id":1924,"name":"708870_starehe_nairobi"}
710612,{"id":1929,"name":"710612_ruaraka_nairobi"}
602423,{"id":1938,"name":"602423_soinsigowet_kericho"}
709965,{"id":1940,"name":"709965_nakuruwest_nakuru"}
601096,{"id":1945,"name":"601096_aldai_nandi"}
708502,{"id":1950,"name":"708502_nakuruwest_nakuru"}
601664,{"id":1955,"name":"601664_ruaraka_nairobi"}
712168,{"id":1960,"name":"712168_nakuruwest_nakuru"}
702019,{"id":1965,"name":"702019_makadara_nairobi"}
601753,{"id":1970,"name":"601753_kaloleni_kilifi"}
602866,{"id":1974,"name":"602866_subacentral_homabay"}
705917,{"id":1979,"name":"705917_rachuonyosouth_homabay"}
708607,{"id":2962,"name":"708607_kibra_nairobi"}
701769,{"id":2924,"name":"701769_tetu_nyeri"}
708143,{"id":2929,"name":"708143_rongai_nakuru"}
701222,{"id":2967,"name":"701222_kituicentral_kitui"}
706905,{"id":2972,"name":"706905_nyeritown_nyeri"}
701162,{"id":2977,"name":"701162_kituisouth_kitui"}
702405,{"id":2982,"name":"702405_mukurwe-ini_nyeri"}
702207,{"id":2987,"name":"702207_ruaraka_nairobi"}
600141,{"id":2992,"name":"600141_kuriaeast_migori"}
600670,{"id":2997,"name":"600670_navakholo_kakamega"}
600612,{"id":3005,"name":"600612_butere_kakamega"}
705677,{"id":3014,"name":"705677_manyatta_embu"}
702364,{"id":3019,"name":"702364_kipkelioneast_kericho"}
700673,{"id":3023,"name":"700673_starehe_nairobi"}
708790,{"id":3027,"name":"708790_kamukunji_nairobi"}
600655,{"id":3036,"name":"600655_luanda_vihiga"}
707090,{"id":3041,"name":"707090_luanda_vihiga"}
602768,{"id":3050,"name":"602768_lurambi_kakamega"}
702241,{"id":3060,"name":"702241_westlands_nairobi"}
708838,{"id":3065,"name":"708838_westlands_nairobi"}
708768,{"id":3070,"name":"708768_embakasinorth_nairobi"}
601191,{"id":3075,"name":"601191_tinderet_nandi"}
601754,{"id":3084,"name":"601754_rabai_kilifi"}
602781,{"id":3089,"name":"602781_lurambi_kakamega"}
711312,{"id":3093,"name":"711312_mosop_nandi"}
701149,{"id":3098,"name":"701149_kuresoinorth_nakuru"}
600348,{"id":3103,"name":"600348_rachuonyonorth_homabay"}
701861,{"id":3108,"name":"701861_dagorettinorth_nairobi"}
702975,{"id":3113,"name":"702975_rangwe_homabay"}
708896,{"id":3117,"name":"708896_embakasicentral_nairobi"}
600185,{"id":3122,"name":"600185_sunawest_migori"}
700809,{"id":3127,"name":"700809_butere_kakamega"}
600517,{"id":3132,"name":"600517_ugenya_siaya"}
701968,{"id":3137,"name":"701968_starehe_nairobi"}
700369,{"id":3141,"name":"700369_mathiraeast_nyeri"}
701057,{"id":3146,"name":"701057_mwinginorth_kitui"}
701227,{"id":3155,"name":"701227_kituicentral_kitui"}
700884,{"id":3172,"name":"700884_likuyani_kakamega"}
601090,{"id":3181,"name":"601090_chesumei_nandi"}
709195,{"id":3186,"name":"709195_rabai_kilifi"}
703539,{"id":3190,"name":"703539_molo_nakuru"}
702158,{"id":3203,"name":"702158_ruaraka_nairobi"}
711215,{"id":3207,"name":"711215_emgwen_nandi"}
708660,{"id":3212,"name":"708660_dagorettinorth_nairobi"}
700512,{"id":3216,"name":"700512_shinyalu_kakamega"}
709925,{"id":462,"name":"709925_naivasha_nakuru"}
602431,{"id":467,"name":"602431_kasarani_nairobi"}
709337,{"id":472,"name":"709337_malindi_kilifi"}
703520,{"id":477,"name":"703520_molo_nakuru"}
600665,{"id":482,"name":"600665_hamisi_vihiga"}
700280,{"id":1676,"name":"700280_tetu_nyeri"}
601587,{"id":1681,"name":"601587_tetu_nyeri"}
712637,{"id":1686,"name":"712637_naivasha_nakuru"}
709240,{"id":1691,"name":"709240_kuresoisouth_nakuru"}
703974,{"id":1696,"name":"703974_bureti_kericho"}
701141,{"id":1701,"name":"701141_kuresoinorth_nakuru"}
601776,{"id":1706,"name":"601776_ganze_kilifi"}
601030,{"id":1711,"name":"601030_naivasha_nakuru"}
703167,{"id":1724,"name":"703167_rachuonyonorth_homabay"}
704457,{"id":1730,"name":"704457_soinsigowet_kericho"}
600359,{"id":1735,"name":"600359_rachuonyonorth_homabay"}
600038,{"id":1740,"name":"600038_gem_siaya"}
701767,{"id":2954,"name":"701767_mathirawest_nyeri"}
700841,{"id":1749,"name":"700841_mumiaswest_kakamega"}
712782,{"id":1755,"name":"712782_naivasha_nakuru"}
602713,{"id":1764,"name":"602713_likuyani_kakamega"}
711115,{"id":1769,"name":"711115_rachuonyosouth_homabay"}
712668,{"id":1774,"name":"712668_nakuruwest_nakuru"}
602176,{"id":1776,"name":"602176_kuriaeast_migori"}
708704,{"id":1781,"name":"708704_dagorettinorth_nairobi"}
601870,{"id":1785,"name":"601870_lungalunga_kwale"}
601174,{"id":1790,"name":"601174_subukia_nakuru"}
602451,{"id":1794,"name":"602451_embakasinorth_nairobi"}
600377,{"id":1799,"name":"600377_rachuonyoeast_homabay"}
708888,{"id":1804,"name":"708888_ruaraka_nairobi"}
709655,{"id":1809,"name":"709655_kuresoisouth_nakuru"}
707092,{"id":1814,"name":"707092_luanda_vihiga"}
702036,{"id":2963,"name":"702036_ruaraka_nairobi"}
602184,{"id":1823,"name":"602184_rangwe_homabay"}
710319,{"id":1828,"name":"710319_mathiraeast_nyeri"}
702568,{"id":1832,"name":"702568_mathiraeast_nyeri"}
602765,{"id":1837,"name":"602765_lurambi_kakamega"}
702973,{"id":1842,"name":"702973_rangwe_homabay"}
601783,{"id":1847,"name":"601783_kilifinorth_kilifi"}
711381,{"id":1852,"name":"711381_chesumei_nandi"}
701210,{"id":1857,"name":"701210_kituisouth_kitui"}
709197,{"id":1862,"name":"709197_rabai_kilifi"}
702177,{"id":1867,"name":"702177_dagorettisouth_nairobi"}
709388,{"id":1872,"name":"709388_kaloleni_kilifi"}
600753,{"id":1877,"name":"600753_mumiaseast_kakamega"}
709290,{"id":1882,"name":"709290_kuriaeast_migori"}
701386,{"id":1887,"name":"701386_malindi_kilifi"}
708733,{"id":1892,"name":"708733_embakasinorth_nairobi"}
709957,{"id":1897,"name":"709957_naivasha_nakuru"}
701618,{"id":1902,"name":"701618_nyatike_migori"}
700399,{"id":1907,"name":"700399_malava_kakamega"}
601649,{"id":1912,"name":"601649_kasarani_nairobi"}
711530,{"id":1917,"name":"711530_rongai_nakuru"}
600236,{"id":1922,"name":"600236_ndhiwa_homabay"}
700996,{"id":1927,"name":"700996_nyerisouth_nyeri"}
701152,{"id":1932,"name":"701152_kuresoisouth_nakuru"}
701225,{"id":1936,"name":"701225_kituicentral_kitui"}
701993,{"id":1943,"name":"701993_roysambu_nairobi"}
703953,{"id":1948,"name":"703953_bureti_kericho"}
700105,{"id":1953,"name":"700105_kuriaeast_migori"}
602216,{"id":1958,"name":"602216_mweasubcounty_embu"}
601863,{"id":1963,"name":"601863_lungalunga_kwale"}
701305,{"id":1968,"name":"701305_embakasisouth_nairobi"}
701813,{"id":1972,"name":"701813_gem_siaya"}
708562,{"id":1977,"name":"708562_soinsigowet_kericho"}
701961,{"id":1982,"name":"701961_ruaraka_nairobi"}
701302,{"id":1986,"name":"701302_embakasisouth_nairobi"}
700523,{"id":2925,"name":"700523_shinyalu_kakamega"}
701204,{"id":2930,"name":"701204_kituisouth_kitui"}
601073,{"id":2968,"name":"601073_nandihills_nandi"}
700494,{"id":2973,"name":"700494_malava_kakamega"}
700866,{"id":2978,"name":"700866_mumiaswest_kakamega"}
701998,{"id":2983,"name":"701998_dagorettinorth_nairobi"}
700975,{"id":2988,"name":"700975_mumiaseast_kakamega"}
602563,{"id":2993,"name":"602563_ganze_kilifi"}
703175,{"id":2998,"name":"703175_rachuonyonorth_homabay"}
602865,{"id":3006,"name":"602865_rachuonyosouth_homabay"}
601626,{"id":3010,"name":"601626_embakasisouth_nairobi"}
708721,{"id":3015,"name":"708721_embakasiwest_nairobi"}
707145,{"id":3020,"name":"707145_luanda_vihiga"}
708553,{"id":3028,"name":"708553_belgut_kericho"}
602357,{"id":3032,"name":"602357_kaloleni_kilifi"}
702029,{"id":3037,"name":"702029_dagorettinorth_nairobi"}
602802,{"id":3042,"name":"602802_homabaytown_homabay"}
600402,{"id":3046,"name":"600402_rarieda_siaya"}
701027,{"id":3051,"name":"701027_kituicentral_kitui"}
600331,{"id":3056,"name":"600331_rachuonyonorth_homabay"}
600149,{"id":3061,"name":"600149_kuriaeast_migori"}
703533,{"id":3066,"name":"703533_molo_nakuru"}
703922,{"id":3071,"name":"703922_soinsigowet_kericho"}
601081,{"id":3076,"name":"601081_nandihills_nandi"}
701099,{"id":3080,"name":"701099_mwinginorth_kitui"}
701309,{"id":3085,"name":"701309_embakasisouth_nairobi"}
601144,{"id":3094,"name":"601144_njoro_nakuru"}
601079,{"id":3099,"name":"601079_nandihills_nandi"}
703457,{"id":3104,"name":"703457_mathirawest_nyeri"}
700802,{"id":3109,"name":"700802_matungu_kakamega"}
702244,{"id":3118,"name":"702244_westlands_nairobi"}
700090,{"id":3123,"name":"700090_kuriaeast_migori"}
702071,{"id":3128,"name":"702071_mathare_nairobi"}
702968,{"id":3133,"name":"702968_rangwe_homabay"}
710111,{"id":3142,"name":"710111_emgwen_nandi"}
702067,{"id":3147,"name":"702067_ruaraka_nairobi"}
701798,{"id":3151,"name":"701798_mukurwe-ini_nyeri"}
709406,{"id":3156,"name":"709406_kaloleni_kilifi"}
700381,{"id":3168,"name":"700381_malava_kakamega"}
701773,{"id":3173,"name":"701773_tetu_nyeri"}
702360,{"id":3177,"name":"702360_kipkelioneast_kericho"}
709242,{"id":3182,"name":"709242_kuresoisouth_nakuru"}
703540,{"id":3187,"name":"703540_molo_nakuru"}
600036,{"id":3191,"name":"600036_gem_siaya"}
700881,{"id":3195,"name":"700881_likuyani_kakamega"}
709136,{"id":3199,"name":"709136_soinsigowet_kericho"}
700382,{"id":3208,"name":"700382_malava_kakamega"}
601855,{"id":3213,"name":"601855_lungalunga_kwale"}
600045,{"id":3217,"name":"600045_gem_siaya"}
702009,{"id":463,"name":"702009_embakasinorth_nairobi"}
705803,{"id":468,"name":"705803_belgut_kericho"}
701907,{"id":473,"name":"701907_kamukunji_nairobi"}
602153,{"id":478,"name":"602153_homabaytown_homabay"}
701079,{"id":483,"name":"701079_mwinginorth_kitui"}
710468,{"id":490,"name":"710468_embakasisouth_nairobi"}
601820,{"id":493,"name":"601820_magarini_kilifi"}
713169,{"id":495,"name":"713169_lungalunga_kwale"}
709131,{"id":500,"name":"709131_ruaraka_nairobi"}
701218,{"id":505,"name":"701218_kituicentral_kitui"}
700641,{"id":510,"name":"700641_lugari_kakamega"}
702140,{"id":515,"name":"702140_embakasinorth_nairobi"}
701752,{"id":517,"name":"701752_mathiraeast_nyeri"}
700514,{"id":522,"name":"700514_shinyalu_kakamega"}
709417,{"id":1677,"name":"709417_ganze_kilifi"}
601915,{"id":1682,"name":"601915_subasouth_homabay"}
709976,{"id":1687,"name":"709976_nakuruwest_nakuru"}
700093,{"id":1692,"name":"700093_kuriaeast_migori"}
700165,{"id":1697,"name":"700165_awendo_migori"}
703079,{"id":1702,"name":"703079_homabaytown_homabay"}
711377,{"id":1707,"name":"711377_chesumei_nandi"}
710118,{"id":1712,"name":"710118_tinderet_nandi"}
600750,{"id":1716,"name":"600750_mumiaswest_kakamega"}
702229,{"id":1720,"name":"702229_kibra_nairobi"}
700995,{"id":1725,"name":"700995_nyerisouth_nyeri"}
700403,{"id":1731,"name":"700403_malava_kakamega"}
708894,{"id":1736,"name":"708894_embakasinorth_nairobi"}
701083,{"id":1741,"name":"701083_mwinginorth_kitui"}
708539,{"id":1750,"name":"708539_njoro_nakuru"}
700278,{"id":1753,"name":"700278_tetu_nyeri"}
602305,{"id":1756,"name":"602305_malava_kakamega"}
703976,{"id":1765,"name":"703976_bureti_kericho"}
700808,{"id":1770,"name":"700808_matungu_kakamega"}
710318,{"id":1775,"name":"710318_mathiraeast_nyeri"}
708148,{"id":1777,"name":"708148_rongai_nakuru"}
602584,{"id":2974,"name":"602584_nakurueast_nakuru"}
702139,{"id":1786,"name":"702139_ruaraka_nairobi"}
710433,{"id":1791,"name":"710433_mukurwe-ini_nyeri"}
701955,{"id":1795,"name":"701955_dagorettinorth_nairobi"}
602205,{"id":1800,"name":"602205_rachuonyoeast_homabay"}
700971,{"id":1805,"name":"700971_mumiaseast_kakamega"}
707165,{"id":1810,"name":"707165_nakurueast_nakuru"}
710470,{"id":1815,"name":"710470_mathare_nairobi"}
713285,{"id":1824,"name":"713285_mbeerenorth_embu"}
600379,{"id":2979,"name":"600379_rachuonyosouth_homabay"}
700457,{"id":1833,"name":"700457_lungalunga_kwale"}
600395,{"id":1838,"name":"600395_rarieda_siaya"}
703184,{"id":1843,"name":"703184_rachuonyoeast_homabay"}
702165,{"id":1848,"name":"702165_ruaraka_nairobi"}
700971,{"id":1853,"name":"700971_matungu_kakamega"}
709409,{"id":1858,"name":"709409_kaloleni_kilifi"}
703528,{"id":1863,"name":"703528_molo_nakuru"}
700873,{"id":1868,"name":"700873_likuyani_kakamega"}
710012,{"id":1873,"name":"710012_aldai_nandi"}
711211,{"id":1878,"name":"711211_emgwen_nandi"}
708779,{"id":1883,"name":"708779_dagorettisouth_nairobi"}
700513,{"id":1888,"name":"700513_shinyalu_kakamega"}
700525,{"id":1893,"name":"700525_shinyalu_kakamega"}
708692,{"id":1898,"name":"708692_dagorettisouth_nairobi"}
707116,{"id":1903,"name":"707116_luanda_vihiga"}
702138,{"id":1908,"name":"702138_ruaraka_nairobi"}
601180,{"id":1913,"name":"601180_subukia_nakuru"}
710314,{"id":1918,"name":"710314_mathiraeast_nyeri"}
708621,{"id":1923,"name":"708621_langata_nairobi"}
708609,{"id":1928,"name":"708609_kibra_nairobi"}
702290,{"id":2984,"name":"702290_embakasiwest_nairobi"}
600315,{"id":1937,"name":"600315_nyatike_migori"}
710313,{"id":1939,"name":"710313_kienieast_nyeri"}
708528,{"id":1944,"name":"708528_kuresoinorth_nakuru"}
700171,{"id":1949,"name":"700171_awendo_migori"}
700400,{"id":1954,"name":"700400_malava_kakamega"}
711449,{"id":1959,"name":"711449_gilgil_nakuru"}
709465,{"id":1964,"name":"709465_ganze_kilifi"}
706892,{"id":1969,"name":"706892_nyeritown_nyeri"}
712175,{"id":1973,"name":"712175_sunawest_migori"}
601075,{"id":1978,"name":"601075_nandihills_nandi"}
700166,{"id":1983,"name":"700166_awendo_migori"}
601163,{"id":1987,"name":"601163_rongai_nakuru"}
702209,{"id":2931,"name":"702209_mathare_nairobi"}
602820,{"id":2989,"name":"602820_likuyani_kakamega"}
600372,{"id":2994,"name":"600372_rachuonyoeast_homabay"}
705443,{"id":2999,"name":"705443_ainamoi_kericho"}
703189,{"id":3007,"name":"703189_rachuonyoeast_homabay"}
700869,{"id":3011,"name":"700869_mumiaswest_kakamega"}
601861,{"id":3016,"name":"601861_lungalunga_kwale"}
600376,{"id":3029,"name":"600376_rachuonyoeast_homabay"}
702105,{"id":3033,"name":"702105_dagorettinorth_nairobi"}
701067,{"id":3038,"name":"701067_mwinginorth_kitui"}
709405,{"id":3043,"name":"709405_kaloleni_kilifi"}
602203,{"id":3047,"name":"602203_rangwe_homabay"}
712661,{"id":3052,"name":"712661_rongai_nakuru"}
703537,{"id":3057,"name":"703537_molo_nakuru"}
708767,{"id":3062,"name":"708767_westlands_nairobi"}
600497,{"id":3067,"name":"600497_ugenya_siaya"}
701288,{"id":3072,"name":"701288_mwingicentral_kitui"}
602780,{"id":3077,"name":"602780_lurambi_kakamega"}
708763,{"id":3081,"name":"708763_embakasinorth_nairobi"}
700986,{"id":3086,"name":"700986_mumiaseast_kakamega"}
602361,{"id":3095,"name":"602361_homabaytown_homabay"}
703960,{"id":3100,"name":"703960_bureti_kericho"}
600148,{"id":3105,"name":"600148_kuriaeast_migori"}
601167,{"id":3110,"name":"601167_rongai_nakuru"}
700276,{"id":3119,"name":"700276_tetu_nyeri"}
703135,{"id":3124,"name":"703135_rachuonyosouth_homabay"}
703297,{"id":3129,"name":"703297_nyerisouth_nyeri"}
700872,{"id":3134,"name":"700872_likuyani_kakamega"}
702128,{"id":3143,"name":"702128_dagorettisouth_nairobi"}
601138,{"id":3148,"name":"601138_njoro_nakuru"}
704652,{"id":3152,"name":"704652_kipkelioneast_kericho"}
709421,{"id":3157,"name":"709421_ganze_kilifi"}
701371,{"id":3161,"name":"701371_sunawest_migori"}
600621,{"id":3165,"name":"600621_butere_kakamega"}
709239,{"id":3169,"name":"709239_molo_nakuru"}
710010,{"id":3174,"name":"710010_aldai_nandi"}
701166,{"id":3178,"name":"701166_kituisouth_kitui"}
701909,{"id":3183,"name":"701909_makadara_nairobi"}
709413,{"id":3188,"name":"709413_kaloleni_kilifi"}
701988,{"id":3192,"name":"701988_makadara_nairobi"}
713075,{"id":3196,"name":"713075_belgut_kericho"}
601630,{"id":3200,"name":"601630_embakasisouth_nairobi"}
701772,{"id":3209,"name":"701772_tetu_nyeri"}
708882,{"id":3214,"name":"708882_dagorettisouth_nairobi"}
701776,{"id":3218,"name":"701776_tetu_nyeri"}
700404,{"id":464,"name":"700404_malava_kakamega"}
600491,{"id":469,"name":"600491_ugenya_siaya"}
600502,{"id":474,"name":"600502_ugenya_siaya"}
700463,{"id":479,"name":"700463_lungalunga_kwale"}
708472,{"id":484,"name":"708472_ugunja_siaya"}
702358,{"id":486,"name":"702358_kipkelioneast_kericho"}
711307,{"id":488,"name":"711307_mosop_nandi"}
601778,{"id":492,"name":"601778_ganze_kilifi"}
702060,{"id":1678,"name":"702060_makadara_nairobi"}
700638,{"id":496,"name":"700638_lugari_kakamega"}
701953,{"id":498,"name":"701953_starehe_nairobi"}
708856,{"id":499,"name":"708856_starehe_nairobi"}
712207,{"id":501,"name":"712207_njoro_nakuru"}
600493,{"id":503,"name":"600493_ugenya_siaya"}
702267,{"id":504,"name":"702267_kibra_nairobi"}
710052,{"id":506,"name":"710052_njoro_nakuru"}
708842,{"id":508,"name":"708842_mathare_nairobi"}
704506,{"id":509,"name":"704506_soinsigowet_kericho"}
602769,{"id":511,"name":"602769_lurambi_kakamega"}
713287,{"id":513,"name":"713287_mbeerenorth_embu"}
600496,{"id":514,"name":"600496_ugenya_siaya"}
709276,{"id":1683,"name":"709276_awendo_migori"}
602659,{"id":518,"name":"602659_likuyani_kakamega"}
602835,{"id":520,"name":"602835_rarieda_siaya"}
703441,{"id":521,"name":"703441_soinsigowet_kericho"}
700176,{"id":523,"name":"700176_awendo_migori"}
708485,{"id":525,"name":"708485_subanorth_homabay"}
702014,{"id":526,"name":"702014_dagorettinorth_nairobi"}
706978,{"id":527,"name":"706978_nyeritown_nyeri"}
600207,{"id":1688,"name":"600207_ndhiwa_homabay"}
700164,{"id":529,"name":"700164_awendo_migori"}
710243,{"id":530,"name":"710243_nandihills_nandi"}
702356,{"id":531,"name":"702356_kipkelioneast_kericho"}
703452,{"id":532,"name":"703452_mathirawest_nyeri"}
601357,{"id":533,"name":"601357_kienieast_nyeri"}
705169,{"id":534,"name":"705169_ainamoi_kericho"}
702003,{"id":535,"name":"702003_mathare_nairobi"}
702281,{"id":536,"name":"702281_kienieast_nyeri"}
709026,{"id":537,"name":"709026_langata_nairobi"}
602355,{"id":538,"name":"602355_nakurunorth_nakuru"}
708833,{"id":539,"name":"708833_mathare_nairobi"}
602004,{"id":540,"name":"602004_kituicentral_kitui"}
708723,{"id":541,"name":"708723_westlands_nairobi"}
602556,{"id":542,"name":"602556_mumiaseast_kakamega"}
705665,{"id":543,"name":"705665_manyatta_embu"}
601050,{"id":544,"name":"601050_nakurunorth_nakuru"}
701080,{"id":545,"name":"701080_mwinginorth_kitui"}
710018,{"id":546,"name":"710018_aldai_nandi"}
709479,{"id":547,"name":"709479_magarini_kilifi"}
600211,{"id":548,"name":"600211_ndhiwa_homabay"}
711204,{"id":549,"name":"711204_emgwen_nandi"}
700524,{"id":550,"name":"700524_shinyalu_kakamega"}
708543,{"id":551,"name":"708543_njoro_nakuru"}
701970,{"id":552,"name":"701970_kamukunji_nairobi"}
708663,{"id":553,"name":"708663_embakasisouth_nairobi"}
709930,{"id":554,"name":"709930_naivasha_nakuru"}
602731,{"id":555,"name":"602731_navakholo_kakamega"}
702274,{"id":556,"name":"702274_kibra_nairobi"}
700401,{"id":557,"name":"700401_malava_kakamega"}
700462,{"id":558,"name":"700462_lungalunga_kwale"}
712878,{"id":559,"name":"712878_ainamoi_kericho"}
700868,{"id":560,"name":"700868_mumiaswest_kakamega"}
602183,{"id":561,"name":"602183_nyatike_migori"}
601190,{"id":562,"name":"601190_tinderet_nandi"}
601021,{"id":563,"name":"601021_naivasha_nakuru"}
703536,{"id":564,"name":"703536_molo_nakuru"}
709623,{"id":565,"name":"709623_kilifinorth_kilifi"}
702022,{"id":566,"name":"702022_westlands_nairobi"}
700846,{"id":567,"name":"700846_likuyani_kakamega"}
600699,{"id":568,"name":"600699_malava_kakamega"}
700887,{"id":569,"name":"700887_mumiaswest_kakamega"}
601775,{"id":570,"name":"601775_ganze_kilifi"}
702287,{"id":571,"name":"702287_embakasiwest_nairobi"}
701768,{"id":572,"name":"701768_mathirawest_nyeri"}
600385,{"id":573,"name":"600385_rachuonyoeast_homabay"}
712788,{"id":574,"name":"712788_njoro_nakuru"}
701902,{"id":575,"name":"701902_makadara_nairobi"}
600494,{"id":576,"name":"600494_ugunja_siaya"}
708828,{"id":577,"name":"708828_westlands_nairobi"}
600698,{"id":578,"name":"600698_malava_kakamega"}
709661,{"id":1693,"name":"709661_kuresoisouth_nakuru"}
701944,{"id":580,"name":"701944_kamukunji_nairobi"}
600238,{"id":581,"name":"600238_ndhiwa_homabay"}
701862,{"id":582,"name":"701862_kasarani_nairobi"}
602287,{"id":583,"name":"602287_kuresoisouth_nakuru"}
709002,{"id":584,"name":"709002_kibra_nairobi"}
701758,{"id":585,"name":"701758_mathiraeast_nyeri"}
709656,{"id":586,"name":"709656_kuresoisouth_nakuru"}
600928,{"id":587,"name":"600928_kipkelionwest_kericho"}
602006,{"id":588,"name":"602006_kituicentral_kitui"}
709266,{"id":589,"name":"709266_sunawest_migori"}
703188,{"id":590,"name":"703188_rachuonyoeast_homabay"}
709662,{"id":591,"name":"709662_rongai_nakuru"}
600411,{"id":592,"name":"600411_rarieda_siaya"}
700793,{"id":593,"name":"700793_matungu_kakamega"}
702023,{"id":594,"name":"702023_kamukunji_nairobi"}
601771,{"id":595,"name":"601771_kilifisouth_kilifi"}
700454,{"id":596,"name":"700454_lungalunga_kwale"}
704470,{"id":597,"name":"704470_soinsigowet_kericho"}
708724,{"id":598,"name":"708724_starehe_nairobi"}
701215,{"id":599,"name":"701215_kituicentral_kitui"}
703942,{"id":600,"name":"703942_bureti_kericho"}
702780,{"id":601,"name":"702780_kilifinorth_kilifi"}
600616,{"id":602,"name":"600616_butere_kakamega"}
709402,{"id":603,"name":"709402_kaloleni_kilifi"}
702124,{"id":604,"name":"702124_mathare_nairobi"}
700794,{"id":1698,"name":"700794_matungu_kakamega"}
602843,{"id":606,"name":"602843_rachuonyosouth_homabay"}
709300,{"id":607,"name":"709300_nyatike_migori"}
702164,{"id":608,"name":"702164_starehe_nairobi"}
701145,{"id":609,"name":"701145_kuresoinorth_nakuru"}
601677,{"id":610,"name":"601677_kibra_nairobi"}
701084,{"id":611,"name":"701084_mwinginorth_kitui"}
701091,{"id":612,"name":"701091_mwingicentral_kitui"}
600052,{"id":613,"name":"600052_gem_siaya"}
711807,{"id":614,"name":"711807_awendo_migori"}
709437,{"id":615,"name":"709437_magarini_kilifi"}
702169,{"id":616,"name":"702169_ruaraka_nairobi"}
701729,{"id":617,"name":"701729_matungu_kakamega"}
701857,{"id":618,"name":"701857_embakasieast_nairobi"}
701040,{"id":619,"name":"701040_mwingicentral_kitui"}
701720,{"id":620,"name":"701720_mbeerenorth_embu"}
707162,{"id":621,"name":"707162_nakurueast_nakuru"}
711379,{"id":622,"name":"711379_chesumei_nandi"}
602226,{"id":623,"name":"602226_lungalunga_kwale"}
701963,{"id":624,"name":"701963_langata_nairobi"}
701775,{"id":625,"name":"701775_tetu_nyeri"}
702131,{"id":626,"name":"702131_mathare_nairobi"}
704529,{"id":627,"name":"704529_kipkelioneast_kericho"}
701713,{"id":628,"name":"701713_kaloleni_kilifi"}
709277,{"id":629,"name":"709277_awendo_migori"}
708667,{"id":630,"name":"708667_kamukunji_nairobi"}
601572,{"id":631,"name":"601572_nyerisouth_nyeri"}
701367,{"id":632,"name":"701367_sunawest_migori"}
710007,{"id":633,"name":"710007_aldai_nandi"}
701075,{"id":634,"name":"701075_mwinginorth_kitui"}
600381,{"id":635,"name":"600381_rachuonyosouth_homabay"}
711409,{"id":636,"name":"711409_kipkelionwest_kericho"}
702181,{"id":641,"name":"702181_starehe_nairobi"}
600489,{"id":646,"name":"600489_ugunja_siaya"}
601099,{"id":651,"name":"601099_aldai_nandi"}
600332,{"id":656,"name":"600332_rachuonyonorth_homabay"}
709030,{"id":661,"name":"709030_ruaraka_nairobi"}
713233,{"id":666,"name":"713233_soinsigowet_kericho"}
711453,{"id":671,"name":"711453_gilgil_nakuru"}
602323,{"id":676,"name":"602323_kuresoisouth_nakuru"}
702081,{"id":681,"name":"702081_embakasinorth_nairobi"}
702397,{"id":686,"name":"702397_mukurwe-ini_nyeri"}
701216,{"id":691,"name":"701216_kituicentral_kitui"}
600144,{"id":696,"name":"600144_kuriaeast_migori"}
701924,{"id":701,"name":"701924_langata_nairobi"}
702292,{"id":706,"name":"702292_embakasicentral_nairobi"}
700858,{"id":711,"name":"700858_likuyani_kakamega"}
700386,{"id":716,"name":"700386_malava_kakamega"}
600364,{"id":721,"name":"600364_rachuonyonorth_homabay"}
700516,{"id":726,"name":"700516_shinyalu_kakamega"}
600460,{"id":1679,"name":"600460_subasouth_homabay"}
600663,{"id":1684,"name":"600663_hamisi_vihiga"}
707171,{"id":1689,"name":"707171_nakurueast_nakuru"}
709201,{"id":1694,"name":"709201_kilifisouth_kilifi"}
708526,{"id":1699,"name":"708526_kuresoinorth_nakuru"}
712022,{"id":1704,"name":"712022_nakurunorth_nakuru"}
701147,{"id":1709,"name":"701147_kuresoinorth_nakuru"}
711296,{"id":1714,"name":"711296_mosop_nandi"}
712666,{"id":1718,"name":"712666_rongai_nakuru"}
701952,{"id":1722,"name":"701952_westlands_nairobi"}
601931,{"id":1727,"name":"601931_manyatta_embu"}
601020,{"id":1733,"name":"601020_naivasha_nakuru"}
702142,{"id":1738,"name":"702142_dagorettisouth_nairobi"}
703181,{"id":1743,"name":"703181_rachuonyoeast_homabay"}
602869,{"id":1747,"name":"602869_subanorth_homabay"}
702028,{"id":1752,"name":"702028_embakasinorth_nairobi"}
701851,{"id":1758,"name":"701851_embakasieast_nairobi"}
700803,{"id":1762,"name":"700803_matungu_kakamega"}
602500,{"id":1767,"name":"602500_kipkelionwest_kericho"}
701164,{"id":1772,"name":"701164_kituisouth_kitui"}
601868,{"id":1779,"name":"601868_lungalunga_kwale"}
701306,{"id":1783,"name":"701306_embakasisouth_nairobi"}
701791,{"id":1788,"name":"701791_mathirawest_nyeri"}
702286,{"id":2980,"name":"702286_embakasiwest_nairobi"}
707121,{"id":1797,"name":"707121_luanda_vihiga"}
